昵称,产品ID,产品名,产品售价,产品分类,评价,评价类型
聚***嗪,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,这也太可爱了吧，粉粉的还送了同款的小本子。整个做工很精致，手感稍微会觉得有点滑、清洗起来就很方便。整个牙刷相对偏小、所以重量更轻，出差带着也很方便。,好评
蝴***池,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,感谢京东美好的购物体验。这个电动牙刷特别好用，孩子们牙齿刷的白白。而且不伤牙，振动适中。孩子们很喜欢这个牙刷。每天都很爱刷牙了。,好评
一***子,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,电动牙刷质感很好，震感很强，刷得很干净。充满电后目前已使用6天，电量还在50%以上，续航能力强。总体来说很喜欢。,好评
才***级,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：首先说说产品的外观，外观简洁大气，线条流畅，看上去很高大上。其次操作简单便捷，有三个使用模式，清洁模式，敏感模式和净白模式，振动频率高，噪音小，在嘴里基本感觉不到大幅度振动。续航能力超强，充一次电能用好久,好评
天***左,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,飞利浦大品牌，品质值得信赖，尤其电动牙刷。送到之后，孩子迫不及待试用，非常满意，希望他从此爱上刷牙。颜色讨喜，蓝色适合男孩。好评！,好评
l***u,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：整体外观流畅简洁操作方式：按键灵敏清洁效果：震动频率很高，刷牙干干净净使用续航：续航时间长，一周冲一次点不是问题！配件齐全，物流迅速，密封包装，性价比高！,好评
u***j,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,包装很漂亮，外观造型简洁大气上档次，拿回来孩子立马去刷牙试用了一下，比之前买的几十块的好太多，操作简单方便，很好！期待后续效果。,好评
1***9,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,买了一对儿，非常喜欢，动力合适，刷的干净，2分钟自动关闭，期间有时间提醒，充电耐用。废话不多说，建议购买，五星好评。优秀,好评
o***_,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,用了一段时间，总共有三个档位，按钮切换，方便简单。安装也很简单的。刷牙力度合适，振动刷牙，刷牙2分钟后自动停止，时间很合适，快没电的时候有提醒功能，滴滴振动两声，而且亮灯的颜色由绿色也变黄色了。方便简单，满意。,好评
6***-,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：颜值没得话说，外形很标准，把握的手感舒适，振动感OK。操作方式：操作简单，轻松上手，牙感温和舒适清洁效果：清洁效果较好，结合了高频振动，可以有效清理牙缝使用续航：续航时间长，持久使用，配合紫光杀菌很OK,好评
用***的,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,电动牙刷机身白色，手柄设计简约大气，干干净净，防滑手感很好不易脱落，三种模式可供选择，炫亮，刷完非常干净，整个牙缝都是干净的，家人满意最重要了，充电也快，最主要是相信京东自营，飞一样的快递。,好评
****道,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,买来送给老公的，很喜欢，相比于上一代，这个更轻更小巧，黑色也很漂亮，就是牙刷头颜色跟机身颜色不搭。外形外观：漂亮操作方式：渐变清洁效果：可以使用续航：续航还没试过。,好评
叶***泪,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,看了很多测评最后决定下来飞利浦HX6730电动牙刷，不愧是机皇，白色清新外观设计简洁且符合人体工学，刷牙十分舒服。3种模式1键控制，操作十分方便，清洁，敏感，亮白，强度不同因人而异，祛除牙齿表面色斑彻底。很快就送到了，谢谢京东快递小哥，一次愉快地购物体验！,好评
h***倩,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,"这款电动牙刷外形外观非常的Q,萌萌哒孩子看着就喜欢操作方式非常的简单，有两种模式，清洁模式，柔洁模式，续航时间长，非常的好用，清洁效果很好",好评
暮***馨,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：简单大方，白色男女通用！操作方式：简单易懂，方便。清洁效果：特别棒，震动很强，刷完牙齿干干净净的！使用续航：续航稍差点吧，不过也不太需要长时间续航，一个月充一次差不多！飞利浦的东西不会让人失望的，很棒哦！,好评
肖***7,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：很漂亮的操作方式：可以的简单清洁效果：可以的麻麻地使用续航：还行没用几天呢还真的没让我失望 超级好。震动很合适，牙齿很舒服。 一共有三个模式可以调节，很棒，人性化设计 很喜欢这款，质量真心无可挑剔。  是充电式，比按照电池的好很多，十分满意。,好评
北***河,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：纯白色，还挺好看的。操作方式：很方便，傻瓜式三档调节。清洁效果：非常给力，不愧是飞利浦，牙齿比我手刷干净很多。使用续航：充一次电大概能用两周多的样子，反正我就充了一次电，然后早晚刷牙，两周以后还能用。,好评
庚***学,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,很好用，孩子前段时间总是牙疼，还是电动牙刷刷得更干净，最近就很少说牙疼了，还是很不错的，计时功能很不错，孩子自己就知道该换地方刷了,好评
****x,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,操作简单便捷，有三档使用模式，清洁模式，舒缓模式和美白模式，我一般都用第一档清洁模式，牙医推荐的，比手动牙刷刷的干净。振动的频率非常高，噪音却很小，在嘴里基本感受不到大幅度的振动一次电能用好久,好评
****0,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外观很简洁大方，拿在手里也很合适操作方式：操作简单实用清洁效果：效果还不错，有待时间考验使用续航：目前还是很不错的，飞利浦这方面还是做的很好的,好评
w***6,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：非常好看的电动牙刷，颜色很漂亮操作方式：非常简单，有三种模式，都很方便，清洁效果：非常好，也很省力。很喜欢，刷牙省力气了，刷的也干净。使用续航：充一次电能用很久,好评
德***勒,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外观时尚简洁，三个功能也特别实用。操作方式：操作方式简单易懂，相比于之前的6511，用起来上手很快。清洁效果：清洁效果特别好，那个敏感模式也比较适合用来刷舌苔，还有前面的门牙。使用续航：续航基本上一个多月吧，早晚刷的话。,好评
E***2,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外形大气 白色是我最爱颜色操作方式：操作简单有三种模式 可以供选择清洁效果：清洁效果很好 感觉硬起来很干净使用续航：充电方便 一次充电能用好久 很不错,好评
q***p,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,特意用了一段时间才来评价的，首先说说产品的外观，外观简洁大气，线条流畅，看上去很高大上。其次操作简单便捷，有三个使用模式，清洁模式，敏感模式和净白模式，振动频率高，噪音小，在嘴里基本感觉不到大幅度振动。续航能力超强，充一次电能用好久,好评
t***0,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,飞利浦大品牌值得信赖。刷牙效果很好，做工精巧，质量手感非常棒！孩子和大人都很喜欢，既方便又实惠，送货及时，很感谢京东的工作人员，方便又省心，还会回购的！,好评
弯***3,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,过节买了送给老公的，神奇的是竟然当天刷干净了他一颗牙上面的牙菌斑！老公立马买了一只送给我哈哈哈哈哈哈！用过很多电动牙刷了，这款确实震动很强，刷完非常干净，颜值也在线！,好评
抢***-,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,这款电动牙刷颜值高，玲珑小巧，操作简单，使用方便，非常喜欢?，清洁效果很不错，使用续航很耐用，质量杠杠滴，考虑给家人买?,好评
小***-,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：这个颜色相当可以，操作方式：操作简单粗暴，第一次用的建议敏感模式，我就是第一次用，来了个清洁模式，牙龈冲出血了，特别有力清洁效果：晚上吃完东西冲一冲，很干净，冲完嘴巴很舒服使用续航：充满电用了20多天了吧，一天用一次,好评
